B1,B2,B3
2556,97,steyi
2557,97,pretapakSa
2558,97,carmakhaNDa
2559,97,pariphulla
2560,97,dhArAsalila
2561,97,suhAsin
2562,97,bhojacampU
2563,97,aniyogin
2564,97,brAhmaNAdarzana
2565,97,udakodara
2566,97,hRtacandra
2567,97,ninda
2568,97,zaktimatI
2569,97,arjunatas
2570,97,kAyAgni
2571,97,lalitArtha
2572,97,jalaukA
2573,97,prAvRtA
2574,97,ayAtrIya
2575,97,sasRjAna
2576,97,sahasraNItha
2577,97,AkaNThatRpta
2578,97,tRNakANDa
2579,97,tiraskara
2580,97,vAdArthakhaNDana
2581,97,antarAdiz
2582,97,asamApti
2583,97,devalAti
2584,97,mahAkAlopa
2585,97,mahAvAtsapra
2586,97,tanubIja
2587,97,devAntakavadha
2588,97,huviSka
2589,97,stambapur
2590,97,puruSAnna
2591,97,lokAntarita
2592,97,pArikha
2593,97,vivici
2594,97,bhagavadIyatva
2595,97,zabdazAsanavid
2596,97,prayAtavya
2597,97,adhiSavaNa
2598,97,sraSTavya
2599,98,muJjaMdhaya
2600,98,samadhikArambha
2601,98,abhyudgata
2602,98,parinand
2603,98,kSINadhana
2604,98,rekha
2605,98,naTacaryA
2606,98,nannama
2607,98,abhisaMsR
2608,98,gadgadapada
2609,98,tanUhrada
2610,98,prajAkAma
2611,98,sthUra
2612,98,vipaNijIvikA
2613,98,kiGkaNI
2614,98,candramaha
2615,99,Asidh
2616,99,ziro
2617,99,ahammamAbhimAna
2618,99,meghAbha
2619,99,pravarAdhyAya
2620,99,ekakalpa
2621,99,pracint
2622,99,jyotiz
2623,99,mahArdraka
2624,99,sajalapRSata
2625,99,SaTpadIstotra
2626,99,manuSyarAjan
2627,99,vyantIkR
2628,99,puSkarasAdi
2629,99,vyaGgatva
2630,99,uparUDha
2631,99,ayAtayAmatA
2632,99,taluna
2633,99,vAsukra
2634,99,yathApratiguNais
2635,99,sthUlanIla
2636,99,vayaHsthApana
2637,99,kSIbatA
2638,99,kanyAzrama
2639,99,bhajenya
2640,99,ekanIDa
2641,99,grIvAbila
2642,99,pUrvAdhirAma
2643,99,lUnaduSkRta
2644,99,bANasutA
2645,99,hastAlambana
2646,99,pUSadantahara
2647,99,prAtaHsavanIya
2648,100,stavAna
2649,100,lakSmaNakhaNDaprazasti
2650,100,agranakha
2651,100,prakAzanIya
2652,100,apavye
2653,100,niSkuTikA
2654,100,martyakRta
2655,100,saMsiddharUpa
2656,100,khADAyana
2657,100,dRDharatha
2658,100,hArdavat
2659,100,saMyataka
2660,100,sunidra
2661,100,vyastavRtti
2662,100,vINAvAdaka
2663,100,vibhedya
2664,100,kArapacava
2665,100,zItaruci
2666,100,tuNDa
2667,100,manmana
2668,100,bhasmajAbAlopaniSad
2669,100,zaizireya
2670,100,avanard
2671,100,dakSiNottAna
2672,100,bahucchala
2673,100,abhisampluta
2674,100,gauzra
2675,100,nakSatrarAja
2676,100,diviSTi
2677,100,ravasa
2678,100,yogavAha
2679,100,zaGkura
2680,100,drAgbhRtaka
2681,100,saMkalpaprabhava
2682,100,yAthAtmya
2683,100,adharmadaNDana
2684,100,yogatArakA
2685,100,kulAmbA
2686,100,tadardhika
2687,100,saptapadArthITIkA
2688,100,upazIrSaka
2689,101,leha
2690,101,glai
2691,101,hanumattailavidhi
2692,101,virAviNI
2693,101,pratisaMdiz
2694,101,subhUtipAla
2695,101,sbRR
2696,101,zataga
2697,101,kakubbhaNDa
2698,101,jIrNAmayajvara
2699,101,durgaghna
2700,101,somasAra
2701,101,urarIkAra
2702,101,rasAyanin
2703,101,apratigrahaNa
2704,101,avyAvRtta
2705,101,nazyatprasUti
2706,102,manasi
2707,102,phalakozaka
2708,102,kIdRgvyApAravat
2709,102,diSTagamana
2710,102,sauvakSaseya
2711,102,pRSadAjyapraNutta
2712,102,madhuleha
2713,102,stanayitnumat
2714,102,vasubhRdyAna
2715,102,vihArAvasatha
2716,102,adhyRdh
2717,102,parAzaravaMzavarNana
2718,102,meghAbha
2719,102,kSIrasaMtAnikA
2720,102,prAkkalpa
2721,102,AdhU
2722,102,pracalat
2723,102,punarvasu
2724,102,mArakatatva
2725,102,suratavarNana
2726,102,gotrasthiti
2727,102,AkSepiNI
2728,102,guNagRdhnu
2729,102,bhavanadvAra
2730,102,rAzidAzAphala
2731,102,hvayitavya
2732,102,gaurAjAjI
2733,102,sukruddha
2734,102,nAgAri
2735,102,phalendrA
2736,102,saMjJeya
2737,102,kelimandira
2738,102,dhruvapAla
2739,102,zavavAhaka
2740,102,rAmanAmalekhanavidhi
2741,102,kSullakakAleya
2742,102,kSubhita
2743,102,viveST
2744,102,lomarAji
2745,102,valgulI
2746,102,palAzI
2747,102,kSAradalA
2748,102,upAMzuvrata
2749,102,upacArin
2750,102,zAmupAla
2751,102,kaNDIkR
2752,102,upataila
2753,102,praguNa
2754,102,harinanda
2755,102,catuSpaJcAza
2756,103,tretA
2757,103,jambhalA
2758,103,prasaktahRdaya
2759,103,zroNAparAnta
2760,103,zukraja
2761,103,zaGkhasnAna
2762,103,SaD
2763,103,dhRtarASTraja
2764,103,svanAbhaka
2765,103,vizastratva
2766,103,avasAdaka
2767,103,audyAva
2768,103,trisatya
2769,103,vedArthaprakAzikA
2770,103,vaTodakA
2771,103,gaj
2772,103,kRSNavRntA
2773,103,nityayukta
2774,103,grAvarohaka
2775,103,sadha
2776,103,ulUkAri
2777,103,pRSTitas
2778,103,caritamaya
2779,103,vaikalpikatA
2780,103,dRDhavarman
2781,103,vijayina
2782,103,puSpArNa
2783,103,Andhasika
2784,103,anusItam
2785,104,kRSNacaJcuka
2786,104,kaila
2787,104,cANUramardana
2788,104,rohitavat
2789,104,sitAbhA
2790,104,gAtrayaSTi
2791,104,vikuNThita
2792,104,dakSaputra
2793,104,ubhayataHprauga
2794,104,liGgopahitalaiGgikavAdArtha
2795,104,pArthivAdhama
2796,104,harSapura
2797,104,surUhaka
2798,104,udghATanIya
2799,104,lomazasakthi
2800,104,mukhasambhava
2801,104,zukramUtrala
2802,104,AvI
2803,104,haTha
2804,104,nRpAla
2805,104,ambhojajanman
2806,104,cikitsaka
2807,104,durganivAsin
2808,104,phaNIndra
2809,104,prAs
2810,104,zuddhamAMsa
2811,104,ullAGgUla
2812,104,bhImezvara
2813,104,mohAndhasUrya
2814,104,dhAtRputra
2815,104,AraNyakagAna
2816,104,SaSTisahasrin
2817,105,parAzAtayitR
2818,105,zubhAsana
2819,105,yAmyAyana
2820,105,dauSyanti
2821,105,prazAsta
2822,105,raGgarAmAnuja
2823,105,SaTkArakabheda
2824,105,viSamazAyin
2825,105,mimardayiSu
2826,105,AdAyamAna
2827,105,paJcatattvaprakAza
2828,105,vizvAyupoSas
2829,105,madanamahArNava
2830,105,tIrthapratipAdana
2831,105,naikamukha
2832,105,nirvikram
2833,105,mahAzAntinirUpaNa
2834,105,samprathAna
2835,105,anAdyananta
2836,105,UlIbhakSam
2837,105,samudraphena
2838,105,pratiSThAtva
2839,105,yauvanArambha
2840,105,Adityagraha
2841,105,jhAlA
2842,105,jaraddAsa
2843,105,kacaripuphalA
2844,105,brahmamUrdhabhRt
2845,105,nituNDa
2846,105,gagana
2847,105,lApikA
2848,105,tvadgRha
2849,105,pralambahan
2850,105,harijIva
2851,105,skandavizAkha
2852,105,arkaprabhAjAla
2853,105,tithisAraNikA
2854,105,samAnarUpa
2855,105,lADama
2856,106,hIluka
2857,106,adharmA
2858,106,puJjika
2859,106,apAktAt
2860,106,prazAstR
2861,106,avAgbhAga
2862,106,zallakI
2863,106,jigISutA
2864,106,kukkuTamaJjarI
2865,106,mADi
2866,106,pANDulekha
2867,106,gorudha
2868,106,ekAGgau
2869,106,praticakSa
2870,106,SaDanvayazAmbhavarazmipUjAkrama
2871,106,prahRS
2872,106,samardhana
2873,106,nIkarSin
2874,107,duHzasta
2875,107,lakSmIkAntazikSA
2876,107,kaTvara
2877,107,vAmanatanu
2878,107,parp
2879,107,madanamukhacapeTA
2880,107,makarakaTI
2881,107,agnISomA
2882,107,svAntavat
2883,107,Anugatya
2884,107,aghana
2885,107,niyamaniSThA
2886,107,AzcaryatA
2887,107,arthadarzaka
2888,107,anuzayAkSepa
2889,107,sIt
2890,107,mAhuNDaka
2891,107,aretas
2892,107,pratipuruSa
2893,107,airAvaNa
2894,107,tailadroNI
2895,107,devadattaka
2896,108,niSpANDava
2897,108,vedAntavijaya
2898,109,mritasaMjIvaka
2899,109,kRSNayudhiSThiradharmagoSThI
2900,109,puNyapuruSa
2901,109,vRddhamahas
2902,109,sadaza
2903,109,suragaNa
2904,109,mAdhavalaghukArikA
2905,109,urugAyavat
2906,109,abhiyAti
2907,109,azocyatva
2908,109,vAgbandhana
2909,109,ghaTarAja
2910,109,ziraHkampa
2911,109,lUma
2912,109,maJjana
2913,109,kaladhautalipi
2914,109,vivAhatattvadIpikA
2915,109,yuddhArthin
2916,109,vegavat
2917,109,mRgAGkadattIya
2918,109,sAmalakSaNa
2919,109,pratyayamauktikamAlA
2920,109,nyAyakutUhala
2921,109,vinigrAhya
2922,109,tAmrakuTTa
2923,109,anusvAna
2924,109,vilakSIkR
2925,109,Azcyotana
2926,109,sadvRttastha
2927,109,kacaripuphalA
2928,109,ru
2929,109,baila
2930,109,nammaiya
2931,109,zalbh
2932,109,tArakaripu
2933,109,mRdvaGgI
2934,109,praviduh
2935,109,mRtkhalinI
2936,109,anavagIta
2937,109,praNAdaka
2938,109,vastrArdhaprAvRta
2939,109,kRSNaphalA
2940,109,nAryatikta
2941,109,dUSya
2942,109,nAsAparisrAva
2943,109,aSTAdazarca
2944,109,vyutpattivAdArtha
2945,109,lAkinI
2946,109,sUrAsanadeza
2947,109,vanadurgAtattva
2948,110,zvAsarodha
2949,110,kRpaNa
2950,110,tRpalA
2951,110,pravivAda
2952,110,paricArikA
2953,110,siddharSi
2954,110,vidAz
2955,110,tripur
2956,110,dvipratihAra
2957,110,pailumUla
2958,110,sthAvaragarala
2959,110,jinalAbha
2960,110,plava
2961,110,bhinnajAti
2962,110,zastrakopa
2963,110,lohadaNDa
2964,110,samAnagotra
2965,110,zilAyUpa
2966,110,parIta
2967,110,bhacakra
2968,110,vimizra
2969,110,padAbhihoma
2970,110,kuTilasvabhAva
2971,111,khidira
2972,111,ayanAnta
2973,111,RSabhaikAdhika
2974,111,raviputra
2975,111,devakIsUnu
2976,111,paJcasrotas
2977,111,dattAkSa
2978,111,akRtabuddhitva
2979,111,kaNThabhUSA
2980,111,savyabhicArakroDa
2981,111,gohana
2982,111,ambhoruha
2983,111,saMspraSTR
2984,112,pazugaNa
2985,112,sumudita
2986,112,AkhyAti
2987,112,sarvadevatApuSpAdipUjana
2988,112,atattvavid
2989,112,bAlamUlaka
2990,112,mithatyA
2991,112,cAluki
2992,112,vedAdhyayana
2993,112,bahirmAlA
2994,112,avapAzita
2995,112,samaprepsu
2996,112,saMtva
2997,112,arcas
2998,112,astrI
2999,112,samatisruta
3000,112,pravAdaka
3001,112,myakS
3002,112,kumudI
3003,112,abhividhAv
3004,112,Avarjya
3005,112,AgamanirapekSa
3006,112,samAvigna
3007,112,lapsuda
3008,112,niSTigrI
3009,112,siddhAntasUtrabhASyaTIkA
3010,112,AzaGkya
3011,112,paNavin
3012,112,saMkalpakaumudI
3013,112,tatatva
3014,112,atisvArya
3015,112,vibhuvarI
3016,112,AraNya
3017,112,somabhava
3018,112,poDu
3019,112,kaSAyavaktratA
3020,112,kuyoga
3021,112,jvaracikitsA
3022,112,kharagandhA
3023,112,khaDikA
3024,113,antevAsa
3025,113,paJcamI
3026,113,sahasrarazmi
3027,113,buddhaviSaya
3028,113,dinabhartR
3029,113,vajrabhUmi
3030,113,vAtakaNTaka
3031,113,dravyanirUpaNa
3032,113,aprayoga
3033,113,cAluki
3034,113,bAndhavya
3035,113,vAjapeyasarvapRSThAptoryAmaudgAtraprayoga
3036,113,khatilaka
3037,113,kaND
3038,113,devamuni
3039,113,kartva
3040,113,saptadazAbhiklRpta
3041,113,bhISmapaJcaka
3042,114,kezihantR
3043,114,sahasrakiraNI
3044,114,harazUra
3045,114,cIriNI
3046,114,vIryamatta
3047,114,pippala
3048,114,mahAzvetaghaNTI
3049,114,tantracUDAmaNi
3050,114,azvacikitsA
3051,114,sarpabalividhi
3052,114,vedAntasArapadyamAlA
3053,114,nirapavartana
3054,114,adhoMzuka
3055,114,paJcapuruSam
3056,114,apratiSikta
3057,114,anavarata
3058,114,loSTadhara
3059,114,dhagiti
3060,114,pArvatIpariNaya
3061,114,sukhasaMveza
3062,114,vihArazaila
3063,114,amlAninI
3064,114,jIvitAnta
3065,114,marutsakhi
3066,114,zlathodyama
3067,114,zIhara
3068,114,bhavapratisaMdhi
3069,114,jaghanin
3070,114,zivakara
3071,114,lopA
3072,114,gandhodaka
3073,114,vAditragaNa
3074,114,samudvAha
3075,114,sabhAmadhye
3076,114,paJcataya
3077,114,dvitIyatva
3078,114,jyotirbhAga
3079,114,jinazataka
3080,114,vIrasoma
3081,114,dhAnakA
3082,114,prasAritAGguli
3083,114,ruzatpazu
3084,114,varSyA
3085,115,nAmajAtigrahaNa
3086,115,kAvRka
3087,115,vastrAya
3088,115,vipralapta
3089,115,dvitIyacakravartilakSaNadIdhitiTIkA
3090,115,pazuSad
3091,115,mekalaka
3092,115,rAjyaloka
3093,115,bimbinI
3094,115,lobha
3095,115,maraNaja
3096,115,kreGkArava
3097,115,vRdhra
3098,115,vasumattA
3099,115,upArdha
3100,115,naukAdaNDa
3101,115,svedavipruS
3102,115,kozavAhana
3103,115,bhAsatA
3104,115,sarvauSadhirasa
3105,115,aprAgrya
3106,115,abhyamitrINa
3107,115,zivagaNapura
3108,115,mantriNIrahasya
3109,115,caGkura
3110,115,vibhUdAvan
3111,115,nArAyaNasUtra
3112,115,AcAryIkR
3113,115,haryajvAyana
3114,115,avadhAv
3115,115,jagatprakAza
3116,115,maSimaNi
3117,115,niruJchana
3118,115,gavAmaya
3119,115,maNika
3120,115,guNAzraya
3121,115,pratyakSatamAt
3122,115,vizeSAt
3123,115,darbhaka
3124,115,prabhedana
3125,115,upajman
3126,115,putrapradazivastotra
3127,115,raktaniryAsaka
3128,115,bhadratva
3129,115,ratnaliGgezvara
3130,115,vAmanopapurANa
3131,115,puNyapratApa
3132,115,aurvazeya
3133,116,anvavadhA
3134,116,Alambita
3135,116,aprasAdya
3136,116,vAmalUra
3137,116,pratyAmnAna
3138,116,guNavRddhI
3139,116,ardhendra
3140,116,zaktirakSitaka
3141,116,prabhUtaka
3142,116,rogonmAdita
3143,116,tubara
3144,116,pragaTa
3145,116,abhijAti
3146,117,dharmAdharma
3147,117,paJcagu
3148,117,yathAlikhitAnubhAvin
3149,117,kuzakAzamaya
3150,117,bakulI
3151,117,vAhneya
3152,117,abhyupAyana
3153,117,prAkphalgunI
3154,117,suhasta
3155,117,samprakSAlana
3156,117,sampratIta
3157,117,nakla
3158,117,mudara
3159,117,avaka
3160,117,AnandatANDavapura
3161,117,tAkSNa
3162,117,sphuTAgas
3163,117,AmbaSThyA
3164,117,anubhayAtman
3165,117,adabha
3166,117,ISma
3167,117,vivAsas
3168,117,vedAntatattvadIpana
3169,117,skhalanmati
3170,117,grahagaNita
3171,117,tArkSyasuta
3172,117,vyAlavala
3173,117,grabh
3174,117,evaMvidvas
3175,117,sAmbandhika
3176,117,zvetadhAman
3177,117,pratyakSavihita
3178,117,prAvRS
3179,117,zobhuzubha
3180,117,saugandhikAharaNa
3181,117,pautrin
3182,117,garAgarI
3183,117,anugarj
3184,117,dharmacintaka
3185,117,vilepikA
3186,117,vizrita
3187,117,rasarAja
3188,118,vandIka
3189,118,maGgalazAnti
3190,118,khanitrikA
3191,118,sakoza
3192,118,asthAyitva
3193,118,dakSiNatva
3194,119,kumbhabAhu
3195,119,sahasrAdhipati
3196,119,paryavasAyin
3197,119,prazI
3198,120,lakSmIphala
3199,120,sampUrNapuccha
3200,120,kulanAza
3201,120,upanidhAtR
3202,120,sunizcitam
3203,120,avacchedAvaccheda
3204,120,atasI
3205,120,pratyayanastva
3206,120,samuddIp
3207,120,pretAvAsa
3208,120,zulbapariziSTa
3209,120,vizvAnara
3210,120,vastumAtra
3211,121,dvipravrAjinI
3212,121,vallabhendra
3213,121,yAva
3214,121,virugNa
3215,121,dagdhavya
3216,121,troTaka
3217,121,jambhin
3218,121,droNodana
3219,122,hastayoga
3220,122,eraka
3221,122,matsaMsthA
3222,122,yajunA
3223,122,paJcadrauNika
3224,122,UrdhvakRta
3225,122,kaGkA
3226,122,vizvAvaTva
3227,122,RjUnas
3228,122,zItapallavA
3229,122,pUrvAparagrantha
3230,122,pramattatA
3231,122,susthitatva
3232,122,dadhan
3233,122,indukA
3234,122,nirdhU
3235,122,parimUDhatA
3236,122,vyAkhyAsAra
3237,122,pratyAkhyAyam
3238,122,sahakAritA
3239,122,veNugradha
3240,122,veNuvAdya
3241,122,anuprasRp
3242,122,vAjabandhu
3243,122,zikSitAyudha
3244,122,nirvApaNa
3245,122,rasadIpikA
3246,122,tredhAbhAva
3247,122,dhUmAvatImantra
3248,122,abhyavaskanda
3249,122,haTTavezmAlI
3250,122,paJcasasya
3251,122,saramAsuta
3252,122,hetulakSaNAloka
3253,122,abhirAmatA
3254,122,triHsaptakRtvas
3255,122,tridhAtutva
3256,122,saMrAga
3257,122,majjAna
3258,122,tretinI
3259,122,sarasijamukhI
3260,122,hetu
3261,122,pracupita
3262,122,satakSan
3263,123,hiraNyakAmadhenudAna
3264,123,samAsokta
3265,123,uccArin
3266,123,cArapuruSa
3267,123,janmabandha
3268,123,mit
3269,123,bhasmakRt
3270,123,vaisarpika
3271,123,vIrapuruSa
3272,123,daNDAsana
3273,123,gucchapuSpaka
3274,123,vyarpaNA
3275,123,sampravad
3276,123,utsRSTa
3277,123,devayAtu
3278,123,manaHprasAda
3279,123,upagraha
3280,123,samaravyasanin
3281,123,saMkSepavimarzAdhiroha
3282,123,saMgopana
3283,123,cuNTh
3284,123,zIlin
3285,124,upAvraj
3286,124,bhUtida
3287,124,zamAlA
3288,124,alati
3289,124,prativindhya
3290,124,sukhavaha
3291,124,pradRR
3292,124,candrasoma
3293,124,abhiprahA
3294,124,mAlacakraka
3295,124,sabala
3296,124,khaNDazas
3297,124,utkhilI
3298,124,samprakAzana
3299,124,grathanIya
3300,124,vAraNIya
3301,124,sadyaHzauca
3302,124,gaNDakI
3303,124,kAtIyagRhyasUtra
3304,124,unmedA
3305,124,praznacandrikA
3306,124,paramezvarasaMhitA
3307,124,bhavaketu
3308,124,khiccA
3309,124,codiSTha
3310,124,samAnajanya
3311,124,vaipazcita
3312,124,samudranavanItaka
3313,124,vIDudveSas
3314,124,raNotkaTa
3315,124,pattrANya
3316,124,jhiNikA
3317,124,zuTh
3318,124,zvetavArAhatIrtha
3319,124,dAragava
3320,124,nAganAmaka
3321,124,avagADhavat
3322,124,asitaratna
3323,124,Rtu
3324,125,vairAgyapaJcaka
3325,125,niradhva
3326,125,AhananaprakAra
3327,125,sItAnanda
3328,125,neSTApotArau
3329,125,turagAroha
3330,125,rAjabhRta
3331,125,vallarIka
3332,125,vAMzabhArika
3333,125,parizru
3334,125,niSpratigraha
3335,125,mahAvAkyanirNaya
3336,125,karNapuTa
3337,125,upatakSa
3338,125,gaNanAgati
3339,125,kanIyas
3340,125,chattradhArin
3341,125,zirovasti
3342,125,srIv
3343,125,madhuparNikA
3344,125,paJcarAtrakadIpikA
3345,125,ayathAdyotana
3346,125,brahmabIja
3347,125,vizuddhamugdha
3348,125,ajarayu
3349,125,bhaNT
3350,125,madhukezaTa
3351,125,abhiprIti
3352,125,sthirasauhRda
3353,125,devanAtha
3354,125,mAnasagaNitavidhi
3355,125,janArthazabda
3356,125,bhugna
3357,125,parirAp
3358,125,nyAyapradIpa
3359,125,lakSaNaratnamAlikA
3360,125,jAtidIpaka
3361,125,paJcahAva
3362,125,gamAtra
3363,125,anajakA
3364,125,mRgazreSTha
3365,126,mAdhu
3366,126,arb
3367,126,pratyastagamana
3368,126,paJcasaMdhi
3369,126,nAlikApuSpa
3370,126,jalASThIlI
3371,126,phet
3372,126,manmathin
3373,126,AjigISu
3374,126,ambaramaNi
3375,126,zatabhiSA
3376,126,vizrabdhakArya
3377,126,hastikarNadala
3378,126,vipramohita
3379,126,vrIhivelA
3380,126,sanindam
3381,126,AkAze
3382,126,pRthvIgarbha
3383,126,dUrvAvaNa
3384,126,tRDha
3385,126,dizodAha
3386,126,devavadha
3387,126,sitAjAjI
3388,126,ghoSA
3389,126,pradyumnopAkhyAna
3390,126,mitrasaha
3391,126,apaspR
3392,126,kacela
3393,126,acchAbrU
3394,126,phaNAkara
3395,126,sadbhAva
3396,126,visAmagrI
3397,126,tiryagapAGga
3398,126,trinavatitama
3399,126,bhavanigaDanibandhavinAzin
3400,126,annAttR
3401,126,paripucchaya
3402,126,vedAntabhASya
3403,126,bhinnAJjanavarNatA
3404,126,kauzikatva
3405,126,suduSkara
3406,126,pUrNagarbha
3407,126,aSTASaSTi
3408,126,pRSatI
3409,126,valkalodhra
3410,126,nibandhavivRtiyojanA
3411,126,sAketamAhAtmya
3412,127,saumAraudra
3413,127,utsAraka
3414,127,adhaHpravAha
3415,127,lavaNArNava
3416,127,yamAdarzanatrayodazIvrata
3417,127,pratibhukta
3418,127,anugaNitin
3419,127,ramaNIyaDAmaratva
3420,127,gajavraja
3421,127,sArabodhinI
3422,127,kaThopaniSad
3423,127,kaNvAdi
3424,127,vizvAsya
3425,127,padAnuzAsana
3426,127,indravAhana
3427,127,kUrkura
3428,127,dantakAra
3429,127,senAnibhogIna
3430,127,varjya
3431,128,aparIkSita
3432,128,dhanaharin
3433,128,sattvodreka
3434,128,bRhatsphij
3435,128,mandrasvara
3436,128,vizvezvarAcArya
3437,129,gopajIvin
3438,129,saMtul
3439,130,phalgunIpUrNamAsa
3440,130,zoNanada
3441,130,vAmamoSa
3442,130,kharja
3443,130,uraNAkSa
3444,130,yuktAyas
3445,130,dhaumyasmRti
3446,130,samutpatana
3447,130,manolakSaNa
3448,130,ulkAmukhI
3449,130,puNyasama
3450,130,nAmagrAha
3451,130,vilaGghana
3452,130,rUpatas
3453,130,bhasadya
3454,130,zikharadatI
3455,130,citragupta
3456,130,payoduh
3457,130,nikAmatapta
3458,130,suvAla
3459,130,sAyaMkAlika
3460,130,zuddhahasta
3461,130,somAnandanAtha
3462,130,gavyadRDha
3463,130,putrasvIkAranirUpaNa
3464,130,vyajanI
3465,130,aTTAlikA
3466,130,akANDazUla
3467,130,kIkaTa
3468,130,vidyAhIna
3469,130,kanakhala
3470,131,AvAla
3471,132,marIcigarbha
3472,132,gandhadravya
3473,132,prAtyayika
3474,132,prakalA
3475,132,masura
3476,132,avicchindat
3477,132,sArvanAmika
3478,132,laT
3479,132,kalkuSI
3480,132,rudrAcArya
3481,133,zaktistotra
3482,133,zrutArthA
3483,133,pRSat
3484,133,dhUmAkAra
3485,133,sahasrazravaNa
3486,133,rumA
3487,133,pazunAtha
3488,133,vrIhin
3489,133,mAlAtRNaka
3490,133,sahasracetas
3491,133,samprayA
3492,133,dhUmaya
3493,133,durgAdha
3494,133,nAgadharIya
3495,133,cArudarzanA
3496,134,paryavasthA
3497,134,vedasparza
3498,134,copana
3499,134,gandhajaTilA
3500,134,madhuzcyuta
3501,134,saMtAnikA
3502,134,buddhipUrvakatva
3503,134,vanadhArA
3504,134,avamath
3505,134,draviNoda
3506,134,sArSTitA
3507,134,paulastyasmRti
3508,135,pUyavaha
3509,135,prArthita
3510,135,sadrUpatva
3511,136,UhagAna
3512,136,avabharts
3513,136,yAvatpramANa
3514,136,piNDayati
3515,136,guptibandham
3516,136,varaja
3517,136,jayamAdhava
3518,136,kAlatA
3519,136,abhibhuj
3520,136,vairahatya
3521,136,lohAjavaktra
3522,136,vIropajIvaka
3523,136,saMlapana
3524,136,indradhruva
3525,136,AruNyaka
3526,136,hasAmud
3527,136,vatsatantrI
3528,136,bhUpatistuti
3529,136,sthANuccheda
3530,136,nivedaka
3531,136,pravAsita
3532,136,sahamAda
3533,136,kUTasthatva
3534,136,himaka
3535,136,bhuvanezvarIrahasya
3536,136,siMhasthasnAnapaddhati
3537,136,Arujatnu
3538,136,vayaHstha
3539,136,lokAnanda
3540,136,AdhArarUpA
3541,137,zItoda
3542,137,kriyAkaumudI
3543,137,ripubhaya
3544,137,tulAyaSTi
3545,137,aGgIya
3546,137,ambhaHsAra
3547,137,apradadi
3548,137,subhagambhaviSNu
3549,137,mahAdAna
3550,137,rephin
3551,137,saMdola
3552,137,girA
3553,137,anuhrAda
3554,137,prAcyakaTha
3555,137,nakulIzapAzupata
3556,137,zrAvakatva
3557,137,kurukandaka
3558,137,kartya
3559,137,ab
3560,138,svarabhairava
3561,138,upasarga
3562,138,nidezin
3563,138,zAntamala
3564,138,zrIsiddhi
3565,138,zrutaRSi
3566,138,paridara
3567,138,tand
3568,138,ailadhAnI
3569,138,sthAlIbilIya
3570,138,masUrasaMghArAma
3571,138,saumyagandhA
3572,138,zrotranetramaya
3573,138,paGkticara
3574,139,bhramarAmbAkSetramAhAtmya
3575,139,uccarita
3576,139,vadanamAlinya
3577,139,sanmaNi
3578,139,hasty
3579,139,urucakSas
3580,139,jAtavizvAsa
3581,139,vihArazaila
3582,139,aNDavardhana
3583,139,uruloka
3584,139,prAcInamAtrAvAsas
3585,139,candramAlA
3586,139,lavaNasthAna
3587,139,sthirI
3588,139,bhaGgIbhakti
3589,139,ejitavya
3590,140,muJjaketu
3591,140,smaravatI
3592,140,seSu
3593,140,calapuccha
3594,140,ariSyat
3595,140,vinamra
3596,140,aveNi
3597,140,kAzImokSa
3598,140,upalabh
3599,140,priyAkR
3600,140,mauJjibandhana
3601,140,gaNi
3602,140,zirobIja
3603,140,rAmagiri
3604,140,vAjebhis
3605,141,sahRd
3606,141,kaluSatA
3607,141,cakrazatapattra
3608,141,vidhidvaidha
3609,141,sATTahAsam
3610,141,sAkSAddRSTi
3611,142,mihirANa
3612,142,haragaurI
3613,142,kundr
3614,142,laladambu
3615,142,vipratIpa
3616,142,svArambhaka
3617,142,sAgarodaka
3618,142,vaizamphalyA
3619,142,vivAdapada
3620,142,vallabhI
3621,142,kSIradhenu
3622,142,pramANI
3623,142,sthUlapAda
3624,142,dAyahara
3625,142,surati
3626,142,hautrasUtrAvaloka
3627,142,agraNIkR
3628,142,viditA
3629,142,damatha
3630,142,dRgaJcala
3631,142,zami
3632,142,sthalastha
3633,142,dhArAphala
3634,142,daNDasthAna
3635,142,luThanezvaratIrtha
3636,142,jalagAhana
3637,142,Tavarga
3638,142,vidyAviziSTa
3639,142,vaidikatva
3640,142,ajapAda
3641,142,pAdaparuhA
3642,142,zuzrUSitavya
3643,142,vikAzin
3644,143,maruva
3645,143,avaidika
3646,143,bhrAntinAzana
3647,143,sAdhikA
3648,143,uktapratyukta
3649,143,suhRttA
3650,143,curI
3651,143,golakrIDA
3652,143,amamrI
3653,143,mahItaTa
3654,143,tanutvaca
3655,143,vRddhazAkalya
3656,143,hastikarkoTaka
3657,143,prodbuddha
3658,143,nigUDhacArin
3659,143,lAlAmika
3660,143,daNDiman
3661,143,siddharAtrI
3662,143,bhujAbhuji
3663,143,truTita
3664,143,daditR
3665,143,goghAtaka
3666,143,rUpaguNopeta
3667,143,gopAladAsa
3668,143,sundarasenabhASya
3669,143,suvarjikA
3670,143,lAmajjaka
3671,143,bhUmikharjUrI
3672,143,pAlohaya
3673,143,prANotsarga
3674,143,mAlacakraka
3675,143,pradarzanA
3676,143,svasthacitta
3677,143,madanodaya
3678,143,sthaNDilezayana
3679,143,nirnimitta
3680,143,hRddhAtrI
3681,143,prativartman
3682,143,kaluSacetas
3683,143,taTadruma
